date,pressure,wind_speed,humidity,temperature,PM2.5,PM10
7/8/2018,100349.7569,0.748481556,84.17361111,28.46215278,22,53
8/8/2018,100373.9931,3.201147889,75.94444444,28.89548611,30,42
9/8/2018,100414.6875,4.539629111,69.04861111,29.14513889,20,34
10/8/2018,100452.8819,2.769474889,71.35069444,29.06944444,19,34
11/8/2018,100422.2222,2.687672778,77.06944444,28.54270833,15,32
12/8/2018,100352.4653,3.367701333,73.42013889,28.99895833,14,33
13/8/2018,100398.4669,2.230838634,78.7456446,29.35923345,15,34
14/8/2018,100423.125,3.200371778,77.37847222,29.39409722,16,36
15/8/2018,100573.0556,2.818680333,81.56944444,28.53159722,16,49
16/8/2018,100401.7422,2.778657338,76.27874564,29.00487805,18,38
17/8/2018,100054.2509,2.957940627,76.44947735,29.04878049,17,23
18/8/2018,100113.0208,1.203593111,80.57291667,28.66006944,11,30
19/8/2018,100363.75,1.977996778,81.63194444,28.63958333,11,32
20/8/2018,100562.2569,1.907525889,81.61111111,29.36111111,15,52
21/8/2018,100442.6132,2.001711164,80.38675958,29.51881533,26,46
22/8/2018,100352.0486,2.737188667,77.11805556,29.31354167,23,48
23/8/2018,100430.2778,2.10947,78.36111111,29.23993056,25,36
24/8/2018,100540.3125,1.796542,81.16666667,28.38680556,21,28
25/8/2018,100567.4306,1.387376222,87.45138889,27.18576389,16,30
26/8/2018,100475.1736,1.450706889,86.82638889,27.07465278,15,29
27/8/2018,100576.0417,1.769688556,88.26041667,26.47743056,16,43
28/8/2018,100713.7153,2.194066111,81.93055556,27.40416667,20,52
29/8/2018,100628.2986,2.240943222,75.97916667,28.66701389,25,33
30/8/2018,100486.2153,2.412308556,75.60069444,28.65138889,14,33
31/8/2018,100650.1042,1.55067,81.48263889,27.76423611,16,43
1/9/2018,100829.0625,1.486408,81.10763889,28.56666667,20,40
2/9/2018,100634.7917,3.190903222,73.07986111,29.94444444,19,31
3/9/2018,100569.375,2.637070333,78.93402778,28.65173611,16,26
4/9/2018,100701.1111,1.619433444,82.21180556,27.53194444,15,38
5/9/2018,100736.8403,2.452976778,81.43055556,27.27430556,18,43
6/9/2018,100580.6597,3.172897444,75.16666667,28.71527778,23,49
7/9/2018,100460.7292,3.446709444,72.53472222,30.26527778,23,49
8/9/2018,100484.4792,1.348260222,76.04861111,28.94305556,28,53
9/9/2018,100711.0764,0.347853,83.69097222,27.88506944,34,56
10/9/2018,100921.2847,0.291507333,84.35763889,28.19027778,39,41
11/9/2018,100810.9028,2.038223,76.73958333,29.54861111,21,41
12/9/2018,100629.9301,1.256870154,80.65034965,28.66678322,21,42
13/9/2018,100524.3403,1.835192333,80.04513889,28.16527778,22,34
14/9/2018,100521.9444,2.941771556,86.60763889,26.74097222,18,36
15/9/2018,100419.2334,1.916041477,86.58536585,27.54216028,21,37
16/9/2018,100235.8333,1.128310333,87.31944444,27.52604167,20,37
17/9/2018,100266.5972,2.476415333,74.40625,29.26111111,16,26
18/9/2018,100552.3264,2.416033889,74.17708333,29.26006944,13,33
19/9/2018,100791.3889,1.652651,82.01388889,27.80486111,16,48
20/9/2018,100794.2014,1.672829889,80.89236111,28.51770833,25,56
21/9/2018,100789.8264,1.706047444,75.04166667,30.209375,31,43
22/9/2018,100908.9931,2.287354667,76.39583333,29.69791667,24,35
23/9/2018,100973.4028,1.727312889,82.13888889,28.28298611,20,46
24/9/2018,100936.25,1.121014889,88.42708333,27.25972222,25,48
25/9/2018,100778.6458,1.768446778,80.84027778,29.165625,26,38
26/9/2018,100672.3264,2.330196,73.92013889,29.94895833,16,38
27/9/2018,100623.3333,2.425968111,75.72569444,30.40625,16,44
28/9/2018,100609.4097,1.691146111,76.3125,30.39756944,22,49
29/9/2018,100609.5833,2.127475778,79.58680556,29.97708333,30,32
30/9/2018,100670.7292,1.669880667,77.42013889,29.13125,18,33
1/10/2018,100786.2847,1.843108667,83.08333333,28.22395833,19,42
2/10/2018,100879.2014,1.632161667,87.26736111,27.05798611,24,70
3/10/2018,100858.9583,1.572401111,77.38194444,29.25034722,38,58
4/10/2018,100845,2.338888444,70.98958333,29.83055556,38,27
5/10/2018,100915.3125,2.369777667,84.20486111,27.37083333,17,38
6/10/2018,100911.6667,1.414695333,84.51736111,27.83819444,22,42
7/10/2018,100897.8472,1.336773778,82.95138889,28.54965278,26,49
8/10/2018,100860,1.150041444,81.28819444,28.67847222,30,49
9/10/2018,100824.9653,1.231998778,80.46527778,28.08958333,30,51
10/10/2018,100846.5625,1.202196111,71.96527778,30.13263889,33,50
11/10/2018,100961.5972,1.579075667,70.63194444,30.47291667,30,35
12/10/2018,101061.8056,1.861269667,67.20138889,30.56631944,19,51
13/10/2018,101079.8264,1.105027,83.72916667,27.81284722,33,51
14/10/2018,100959.2361,0.917673778,76.37152778,30.11770833,33,43
15/10/2018,100972.7622,0.825773538,77.59440559,29.91118881,23,33
16/10/2018,100934.0909,1.243115077,76.29370629,30.48706294,17,40
17/10/2018,100824.5139,0.937076556,75.65625,30.20173611,22,48
18/10/2018,100758.617,1.21128817,74.64539007,30.34716312,27,60
19/10/2018,100820.8333,0.679252444,75.41319444,29.89652778,39,44
20/10/2018,100895.1389,1.324200778,85.79861111,27.31041667,29,24
21/10/2018,100976.9792,2.490695778,89.13888889,26.90173611,14,35
22/10/2018,100983.6111,1.425871333,81.84722222,28.84583333,18,39
23/10/2018,100979.3056,0.918760333,85.56597222,28.02986111,21,44
24/10/2018,101025.0694,1.467315667,82.43402778,28.22638889,27,55
25/10/2018,101049.7569,1.392343333,82.16666667,28.77708333,33,46
26/10/2018,101095.3819,2.164573889,77.73611111,29.634375,26,53
27/10/2018,101068.5069,1.709462333,72.28819444,30.12118056,29,36
28/10/2018,101032.2222,1.042162,67.47569444,30.596875,19,46
29/10/2018,100931.25,0.576495333,66.79166667,31.10833333,26,42
30/10/2018,100911.4397,2.073256716,60.42023346,30.507393,25,52
31/10/2018,101028.5789,1.6629888,49.54736842,29.19684211,29,55
1/11/2018,101013.4043,2.754051745,50.15957447,28.57712766,35,65
2/11/2018,101050.3704,1.561328593,50.2962963,28.9037037,40,73
3/11/2018,101113.5751,0.89709115,54.06735751,29.10777202,47,73
4/11/2018,101003.1472,0.668063838,59.03045685,29.97817259,46,67
5/11/2018,100874.0556,0.961881067,60.1,30.85833333,44,63
6/11/2018,100886.3351,0.681560461,61.08900524,30.63560209,39,55
7/11/2018,100915.1429,2.305236267,65.68571429,30.27809524,29,40
8/11/2018,100815.1829,2.94337678,68.79878049,29.96890244,20,37
9/11/2018,100832.7439,2.012770341,81.64634146,27.63719512,21,45
10/11/2018,100947.8344,1.544993019,82.82802548,27.9343949,24,46
11/11/2018,100938.5143,0.891014583,75.21714286,29.47257143,27,59
12/11/2018,100825.1515,0.363050667,70.88636364,30.16893939,38,67
13/11/2018,100774.3488,1.037876426,72.87048678,30.22702289,44,64
14/11/2018,100723.5461,1.712702184,74.85460993,30.28510638,40,68
15/11/2018,100838.2624,1.474122326,76.65602837,30.3929078,51,46
16/11/2018,100902.2456,2.059364267,78.50526316,30.29614035,28,45
17/11/2018,100915.9155,1.14703538,79.49647887,29.56478873,25,77
18/11/2018,100996.4931,1.039212778,77.88194444,29.13888889,37,67
19/11/2018,101019.3403,1.322881389,76.68576389,29.3671875,40,58
20/11/2018,101042.1875,1.60655,75.48958333,29.59548611,35,56
21/11/2018,100971.1458,1.606084333,69.9375,30.89618056,37,52
22/11/2018,100993.1944,1.537786556,70.5,30.98541667,36,50
23/11/2018,101126.4236,1.348881111,67.09027778,30.21770833,30,61
24/11/2018,101084.5833,0.896718778,62.5625,30.01493056,30,58
25/11/2018,101007.3264,0.948718222,59.25347222,30.16527778,35,58
26/11/2018,101007.0833,1.297813,56.55902778,29.51875,35,51
27/11/2018,101176.0417,2.228991111,63.8125,27.73020833,31,41
28/11/2018,101250.7986,2.443818667,71.27777778,26.55034722,25,54
29/11/2018,101261.5278,1.708996667,68.51041667,28.64826389,33,63
30/11/2018,101167.6307,1.258721338,68.66550523,29.44320557,41,68
1/12/2018,100981.0764,0.561283556,68.41319444,30.31388889,40,61
2/12/2018,100861.6319,0.519218333,66.30902778,31.03055556,37,54
3/12/2018,100880.3819,0.824540444,64.90625,31.40173611,32,70
4/12/2018,100895.8681,1.147868333,62.63888889,31.83541667,48,50
5/12/2018,100780.1042,1.336152889,64.07638889,31.65590278,31,51
6/12/2018,100751.8056,0.767573889,64.98263889,31.21840278,31,58
